userID,sequence_length,start_poi,end_poi,poi_sequence,cat_sequence,time_sequence
1042,8,16,7,16;1;5;6;17;14;13;7,4;2;4;2;5;3;5;0,46;47;0;2;2;3;4;4
1042,3,25,6,25;0;6,5;2;2,24;24;28
1042,4,2,13,2;25;14;13,3;5;3;5,1;1;1;1
1045,5,12,0,12;10;16;14;0,5;0;4;3;2,1;1;1;2;9
1047,8,16,11,16;13;14;25;7;2;24;11,4;5;3;5;0;3;5;0,2;2;2;2;2;2;2;2
1048,3,9,1,9;8;1,2;4;2,30;30;32
1051,3,0,7,0;25;7,2;5;0,3;3;3
1051,3,14,16,14;13;16,3;5;4,21;21;21
1051,3,18,17,18;20;17,4;5;5,34;46;47
1051,3,22,6,22;17;6,1;5;2,17;18;20
1054,3,11,17,11;6;17,0;2;5,33;36;36
1056,3,25,8,25;9;8,5;2;4,45;47;47
1060,3,25,3,25;7;3,5;0;5,1;5;6
1060,4,7,13,7;15;2;13,0;5;3;5,27;27;27;31
1066,4,2,13,2;0;3;13,3;2;5;5,27;27;28;29
1067,4,15,3,15;7;25;3,5;0;5;5,47;2;2;3
1067,3,7,6,7;24;6,0;5;2,24;24;25
1069,3,0,1,0;3;1,2;5;2,21;23;23
1073,5,25,13,25;0;12;14;13,5;2;5;3;5,27;27;28;28;30
1077,3,2,16,2;11;16,3;0;4,46;2;4
1078,4,7,17,7;24;25;17,0;5;5;5,27;27;31;31
1079,3,0,7,0;25;7,2;5;0,27;31;31
1079,9,20,21,20;16;0;14;25;7;15;17;21,5;4;2;3;5;0;5;5;5,24;25;25;25;25;25;26;31;32
1080,6,13,16,13;7;2;24;25;16,5;0;3;5;5;4,47;47;47;0;3;3
1082,6,0,5,0;25;7;3;1;5,2;5;0;5;2;4,1;3;4;5;5;7
1082,7,17,13,17;9;8;6;20;16;13,5;2;4;2;5;4;5,6;6;7;7;8;9;9
1082,8,17,13,17;7;15;25;3;1;6;13,5;0;5;5;5;2;2;5,24;25;25;25;32;32;33;33
1093,4,14,8,14;0;21;8,3;2;5;4,1;1;7;8
1099,4,7,16,7;25;13;16,0;5;5;4,35;35;35;35
1099,3,7,16,7;14;16,0;3;4,7;7;8
1099,3,15,0,15;7;0,5;0;2,7;7;8
1099,3,11,2,11;24;2,0;5;3,27;27;28
1099,4,15,13,15;7;14;13,5;0;3;5,31;31;32;32
1099,3,7,14,7;13;14,0;5;3,31;32;32
1099,3,7,24,7;25;24,0;5;5,27;27;29
1099,3,11,2,11;24;2,0;5;3,3;3;4
1099,3,15,6,15;7;6,5;0;2,31;31;31
1099,4,7,10,7;25;13;10,0;5;5;0,6;6;7;7
1099,3,6,20,6;13;20,2;5;5,8;8;9
1099,3,15,25,15;7;25,5;0;5,31;31;31
1099,4,24,12,24;2;15;12,5;3;5;5,4;4;5;6
1099,3,7,13,7;14;13,0;3;5,31;32;32
1099,3,15,13,15;7;13,5;0;5,7;7;8
1099,4,14,13,14;2;3;13,3;3;5;5,27;27;29;30
1099,5,25,10,25;6;13;16;10,5;2;5;4;0,29;29;29;29;30
1099,5,15,10,15;7;25;0;10,5;0;5;2;0,30;30;30;31;31
1099,3,24,13,24;6;13,5;2;5,7;7;8
1099,4,25,14,25;6;13;14,5;2;5;3,6;6;7;7
1099,4,6,14,6;17;13;14,2;5;5;3,7;7;8;8
1099,4,13,24,13;14;7;24,5;3;0;5,28;28;28;29
1099,4,7,12,7;13;16;12,0;5;4;5,4;5;5;6
1099,3,7,20,7;13;20,0;5;5,29;29;30
1099,3,24,20,24;7;20,5;0;5,29;31;33
1099,6,15,12,15;7;25;0;10;12,5;0;5;2;0;5,7;7;7;7;7;7
1099,4,15,2,15;7;25;2,5;0;5;3,3;3;5;5
1099,3,17,13,17;6;13,5;2;5,6;6;6
1099,3,7,12,7;10;12,0;0;5,31;31;32
1099,3,6,16,6;17;16,2;5;4,6;7;7
1099,4,15,14,15;7;25;14,5;0;5;3,7;7;8;8
1099,3,13,6,13;14;6,5;3;2,6;6;6
1099,6,21,20,21;8;9;13;6;20,5;4;2;5;2;5,29;29;30;30;30;31
1099,3,7,0,7;10;0,0;0;2,7;7;7
1100,3,7,16,7;13;16,0;5;4,3;4;5
1102,7,6,3,6;25;14;17;21;9;3,2;5;3;5;5;2;5,8;10;10;11;11;11;11
1104,5,6,2,6;9;15;0;2,2;2;5;2;3,38;38;39;39;40
1111,3,16,25,16;24;25,4;5;5,8;9;9
1117,3,0,7,0;25;7,2;5;0,44;0;0
1120,3,25,2,25;0;2,5;2;3,10;14;17
1125,10,6,17,6;7;25;14;0;15;3;1;2;17,2;0;5;3;2;5;5;2;3;5,1;1;1;1;1;1;5;5;7;8
1125,5,17,25,17;15;7;6;25,5;5;0;2;5,28;28;29;29;32
1125,7,7,17,7;15;25;2;13;6;17,0;5;5;3;5;2;5,1;1;1;3;4;6;6
1126,3,7,12,7;17;12,0;5;5,29;29;32
1126,7,17,16,17;21;11;2;13;12;16,5;5;0;3;5;5;4,41;41;41;41;41;46;46
1126,4,2,15,2;10;25;15,3;0;5;5,8;9;9;10
1126,3,10,11,10;2;11,0;3;0,27;32;32
1126,6,22,2,22;6;13;21;3;2,1;2;5;5;5;3,2;3;4;5;5;6
1126,4,2,7,2;13;14;7,3;5;3;0,25;28;28;29
1129,4,7,10,7;25;0;10,0;5;2;0,33;35;35;35
1130,4,6,9,6;7;14;9,2;0;3;2,13;13;13;13
1133,8,1,17,1;22;7;25;14;13;6;17,2;1;0;5;3;5;2;5,1;1;2;2;2;2;2;2
1134,5,17,25,17;6;13;16;25,5;2;5;4;5,13;13;13;13;13
1141,4,0,1,0;7;3;1,2;0;5;2,1;1;1;1
1141,3,13,25,13;7;25,5;0;5,6;6;6
1141,3,10,17,10;2;17,0;3;5,24;26;28
1141,3,25,6,25;13;6,5;5;2,33;33;33
1152,3,1,7,1;25;7,2;5;0,31;31;32
1154,5,7,16,7;25;17;6;16,0;5;5;2;4,24;25;32;34;34
1157,3,15,5,15;22;5,5;1;4,2;4;5
1161,4,6,15,6;13;16;15,2;5;4;5,5;5;6;9
1170,3,25,17,25;7;17,5;0;5,26;27;30
1171,6,2,9,2;3;5;21;8;9,3;5;4;5;4;2,27;31;33;36;37;37
1171,5,7,16,7;3;1;6;16,0;5;2;2;4,8;8;8;9;9
1172,3,6,13,6;14;13,2;3;5,5;5;5
1178,5,6,7,6;13;25;0;7,2;5;5;2;0,24;24;25;25;28
1186,6,14,0,14;3;1;15;7;0,3;5;2;5;0;2,24;24;25;26;26;27
1186,3,8,21,8;9;21,4;2;5,29;29;30
1187,7,17,21,17;7;25;0;3;1;21,5;0;5;2;5;2;5,3;3;3;3;4;4;5
1189,5,0,21,0;25;1;3;21,2;5;2;5;5,18;18;22;22;22
1191,4,0,16,0;9;13;16,2;2;5;4,25;28;30;30
1193,3,7,25,7;2;25,0;3;5,0;0;3
1193,5,21,1,21;9;17;3;1,5;2;5;5;2,24;25;25;27;27
1196,3,0,5,0;22;5,2;1;4,3;7;7
1200,7,10,16,10;0;25;7;6;13;16,0;2;5;0;2;5;4,24;24;24;24;24;24;24
1202,3,0,7,0;15;7,2;5;0,25;25;26
1204,10,25,13,25;7;17;21;9;8;5;1;14;13,5;0;5;5;2;4;4;2;3;5,0;0;1;1;1;1;9;10;12;13
1209,3,17,0,17;25;0,5;5;2,45;0;1
1211,4,7,13,7;25;2;13,0;5;3;5,24;25;26;27
1216,3,8,9,8;21;9,4;5;2,32;32;32
1217,3,21,9,21;8;9,5;4;2,3;4;4
1233,3,6,0,6;17;0,2;5;2,24;24;26
1235,3,0,10,0;7;10,2;0;0,28;30;31
1237,6,21,3,21;2;25;0;7;3,5;3;5;2;0;5,47;1;3;3;3;4
1238,4,0,25,0;14;6;25,2;3;2;5,31;31;32;32
1238,3,25,14,25;6;14,5;2;3,33;33;33
1239,5,6,25,6;14;17;13;25,2;3;5;5;5,33;33;33;33;33
1239,7,8,2,8;9;21;17;7;15;2,4;2;5;5;0;5;3,1;2;2;2;5;5;8
1241,8,16,17,16;13;6;0;25;3;1;17,4;5;2;2;5;5;2;5,33;33;35;36;38;39;39;40
1242,4,5,13,5;21;9;13,4;5;2;5,24;26;27;28
1245,5,7,8,7;15;25;6;8,0;5;5;2;4,29;29;29;30;30
1245,13,24,21,24;7;0;14;6;13;25;17;8;1;3;9;21,5;0;2;3;2;5;5;5;4;2;5;2;5,46;46;46;1;1;1;1;1;2;2;2;2;2
1245,9,8,16,8;9;3;1;25;0;14;6;16,4;2;5;2;5;2;3;2;4,22;22;23;23;29;29;29;29;29
1245,3,8,7,8;17;7,4;5;0,47;47;47
1247,4,25,7,25;0;16;7,5;2;4;0,21;21;28;28
1247,3,15,8,15;7;8,5;0;4,44;45;2
1251,6,16,2,16;25;7;3;8;2,4;5;0;5;4;3,1;2;5;6;6;7
1251,8,25,16,25;7;15;2;24;13;20;16,5;0;5;3;5;5;5;4,26;26;27;27;27;29;33;35
1258,3,8,11,8;21;11,4;5;0,2;3;7
1258,3,25,2,25;24;2,5;5;3,1;3;4
1258,5,5,17,5;7;13;6;17,4;0;5;2;5,25;30;31;31;32
1263,9,0,16,0;25;7;3;21;17;1;15;16,2;5;0;5;5;5;2;5;4,40;40;41;42;42;42;43;46;3
1263,7,15,3,15;24;25;0;14;2;3,5;5;5;2;3;3;5,16;16;16;16;17;20;23
1264,4,7,13,7;25;0;13,0;5;2;5,2;2;3;5
1269,5,24,7,24;20;17;25;7,5;5;5;5;0,4;6;14;14;14
1270,5,13,0,13;17;7;25;0,5;5;0;5;2,1;2;2;2;3
1270,3,17,9,17;21;9,5;5;2,33;33;33
1271,8,25,11,25;0;7;15;17;14;2;11,5;2;0;5;5;3;3;0,1;4;4;4;5;5;9;10
1271,7,10,15,10;7;24;11;2;17;15,0;0;5;0;3;5;5,27;28;29;29;29;42;10
1273,3,24,8,24;21;8,5;5;4,9;9;10
1276,6,25,17,25;0;7;6;3;17,5;2;0;2;5;5,23;23;26;28;30;32
1281,4,0,13,0;25;1;13,2;5;2;5,7;8;11;14
1283,5,16,17,16;15;22;3;17,4;5;1;5;5,27;28;30;31;32
1285,3,13,7,13;6;7,5;2;0,20;20;27
1286,4,22,21,22;3;9;21,1;5;2;5,47;0;0;0
1287,6,0,9,0;25;2;7;21;9,2;5;3;0;5;2,19;20;22;23;26;26
1288,4,13,7,13;0;25;7,5;2;5;0,25;25;26;26
1298,3,11,25,11;7;25,0;0;5,27;28;28
1298,3,25,7,25;2;7,5;3;0,3;3;4
1305,3,7,12,7;0;12,0;2;5,28;32;32
1305,3,13,10,13;7;10,5;0;0,6;7;8
1305,3,7,13,7;21;13,0;5;5,27;27;28
1305,3,7,13,7;17;13,0;5;5,3;4;5
1305,4,16,2,16;15;13;2,4;5;5;3,9;11;11;11
1305,3,2,16,2;17;16,3;5;4,4;5;6
1305,4,3,16,3;22;7;16,5;1;0;4,4;4;5;5
1305,5,22,13,22;3;9;21;13,1;5;2;5;5,26;27;27;27;27
1305,3,13,7,13;25;7,5;5;0,3;7;8
1305,4,2,9,2;7;0;9,3;0;2;2,27;27;27;38
1314,4,9,8,9;2;7;8,2;3;0;4,1;5;7;10
1322,3,7,2,7;15;2,0;5;3,2;2;4
1322,4,25,2,25;7;15;2,5;0;5;3,31;32;32;32
1322,6,7,8,7;5;3;9;21;8,0;4;5;2;5;4,47;2;3;3;3;4
1325,7,17,13,17;21;9;8;25;14;13,5;5;2;4;5;3;5,29;29;29;30;30;31;31
1325,3,25,17,25;0;17,5;2;5,2;3;6
1325,7,3,6,3;22;1;17;16;13;6,5;1;2;5;4;5;2,25;25;26;31;32;32;32
1325,8,16,14,16;2;3;22;17;6;25;14,4;3;5;1;5;2;5;3,2;2;2;2;3;3;3;4
1326,3,25,0,25;7;0,5;0;2,23;25;25
1326,4,10,7,10;25;15;7,0;5;5;0,25;26;26;26
1327,3,2,13,2;15;13,3;5;5,27;30;31
1332,3,4,25,4;16;25,5;4;5,11;11;11
1333,6,13,0,13;20;14;25;7;0,5;5;3;5;0;2,24;27;27;27;27;27
1334,3,22,6,22;0;6,1;2;2,21;26;41
1334,3,17,24,17;7;24,5;0;5,1;1;2
1343,3,6,10,6;9;10,2;2;0,46;46;46
1346,5,6,7,6;13;14;25;7,2;5;3;5;0,4;4;4;5;5
1348,3,25,7,25;0;7,5;2;0,31;31;31
1348,8,3,6,3;1;22;21;17;8;9;6,5;2;1;5;5;4;2;2,4;4;5;6;6;7;7;7
1357,3,13,17,13;6;17,5;2;5,32;32;32
1358,5,17,13,17;6;7;16;13,5;2;0;4;5,27;27;27;28;30
1358,3,22,1,22;5;1,1;4;2,47;0;2
1367,4,2,8,2;7;25;8,3;0;5;4,5;6;6;7
1375,3,0,13,0;7;13,2;0;5,33;34;34
1375,3,7,17,7;25;17,0;5;5,1;2;4
1375,3,0,17,0;25;17,2;5;5,3;3;6
1376,3,25,7,25;15;7,5;5;0,4;4;5
1377,6,16,7,16;25;6;10;0;7,4;5;2;0;2;0,1;1;1;8;9;10
1377,3,13,25,13;7;25,5;0;5,24;25;25
1387,5,0,17,0;13;6;25;17,2;5;2;5;5,47;3;3;4;8
1387,10,6,17,6;0;10;25;2;24;15;3;1;17,2;2;0;5;3;5;5;5;2;5,23;27;27;27;27;27;27;28;28;28
1387,4,17,13,17;6;0;13,5;2;2;5,1;1;1;1
1387,12,13,15,13;17;20;6;23;0;25;2;1;8;7;15,5;5;5;2;3;2;5;3;2;4;0;5,25;28;28;28;29;29;29;29;30;30;30;31
1388,3,13,25,13;6;25,5;2;5,1;1;1
1398,3,16,6,16;13;6,4;5;2,2;2;3
1398,5,10,3,10;0;25;7;3,0;2;5;0;5,7;7;7;7;7
1398,3,16,20,16;23;20,4;3;5,0;1;3
1399,3,17,14,17;6;14,5;2;3,46;47;0
1402,3,9,15,9;7;15,2;0;5,43;45;46
1402,5,6,2,6;9;0;25;2,2;2;2;5;3,21;21;21;23;24
1404,3,13,25,13;17;25,5;5;5,6;6;7
1411,7,8,15,8;9;3;7;25;0;15,4;2;5;0;5;2;5,46;46;47;47;0;1;2
1419,3,21,0,21;17;0,5;5;2,8;8;8
1420,4,0,2,0;25;7;2,2;5;0;3,24;24;24;27
1420,4,25,15,25;2;7;15,5;3;0;5,27;28;32;32
1422,4,3,8,3;9;22;8,5;2;1;4,27;27;27;28
1422,4,15,24,15;2;11;24,5;3;0;5,26;27;30;30
1424,7,6,3,6;7;25;0;21;1;3,2;0;5;2;5;2;5,23;24;25;25;30;31;31
1425,3,0,6,0;17;6,2;5;2,23;25;25
1427,6,17,7,17;6;14;13;0;7,5;2;3;5;2;0,27;27;27;27;28;29
1436,3,7,18,7;22;18,0;1;4,3;4;7
1438,3,7,8,7;9;8,0;2;4,32;33;34
1443,3,25,14,25;6;14,5;2;3,24;24;24
1451,3,3,22,3;1;22,5;2;1,27;27;27
1451,3,13,3,13;6;3,5;2;5,26;26;27
1453,3,6,0,6;13;0,2;5;2,24;24;27
