userID,sequence_length,start_poi,end_poi,poi_sequence,cat_sequence,time_sequence
919,4,80,79,80;31;23;79,8;2;5;3,13;14;14;15
920,3,0,68,0;30;68,0;2;3,28;28;30
925,3,45,34,45;67;34,7;3;2,26;28;28
927,6,68,44,68;35;78;21;9;44,3;2;6;5;5;7,22;23;26;27;28;29
928,3,1,80,1;52;80,0;6;8,24;24;24
932,3,35,16,35;79;16,2;3;5,23;25;25
934,3,68,78,68;49;78,3;7;6,31;31;33
935,3,49,78,49;77;78,7;4;6,29;29;29
939,3,52,0,52;78;0,6;6;0,33;35;36
939,4,55,78,55;51;77;78,6;6;4;6,12;15;16;16
941,4,13,16,13;34;21;16,5;2;5;5,25;25;28;28
944,8,31,67,31;2;5;9;8;34;38;67,2;0;0;5;5;2;2;3,31;31;31;31;32;32;32;32
945,4,73,9,73;48;77;9,8;7;4;5,25;25;25;26
948,5,19,0,19;31;8;13;0,5;2;5;5;0,38;39;39;39;39
954,3,64,43,64;25;43,3;1;7,17;21;21
956,11,59,21,59;15;78;49;68;77;43;44;25;39;21,6;5;6;7;3;4;7;7;1;2;5,21;21;21;21;22;22;22;22;22;23;23
958,3,16,40,16;79;40,5;3;2,29;29;30
959,6,11,23,11;34;9;49;43;23,5;2;5;7;7;5,1;3;3;4;4;4
961,5,34,40,34;68;49;17;40,2;3;7;5;2,9;10;10;13;13
961,4,47,27,47;19;14;27,7;5;5;1,29;37;37;37
962,4,8,24,8;18;35;24,5;5;2;5,28;28;30;30
962,3,79,2,79;22;2,3;5;0,24;25;26
963,6,49,34,49;78;77;64;61;34,7;6;4;3;3;2,31;31;32;32;32;33
969,3,14,9,14;15;9,5;5;5,0;0;1
972,5,15,37,15;17;14;80;37,5;5;5;8;2,6;6;7;7;7
973,4,66,4,66;47;3;4,3;7;0;0,1;2;7;7
976,9,5,15,5;25;44;61;2;55;68;49;15,0;1;7;3;0;6;3;7;5,27;27;27;27;27;28;28;28;28
981,3,43,77,43;30;77,7;2;4,9;9;19
983,4,31,67,31;49;68;67,2;7;3;3,8;9;9;9
983,13,16,4,16;19;80;68;49;34;67;23;9;22;79;40;4,5;5;8;3;7;2;3;5;5;5;3;2;0,30;30;30;30;30;30;30;31;31;31;31;31;31
986,9,21,60,21;31;40;25;80;76;18;68;60,5;2;2;1;8;8;5;3;6,8;8;9;9;9;11;11;17;17
986,4,49,68,49;17;13;68,7;5;5;3,6;6;6;7
986,3,80,76,80;15;76,8;5;8,2;6;7
986,3,30,37,30;29;37,2;4;2,30;31;34
987,6,49,40,49;78;68;77;79;40,7;6;3;4;3;2,47;0;1;1;2;4
987,3,68,44,68;77;44,3;4;7,6;6;6
987,6,39,34,39;50;47;80;15;34,2;6;7;8;5;2,44;44;45;1;3;4
993,6,13,78,13;67;15;10;77;78,5;3;5;5;4;6,47;47;47;0;5;5
994,3,27,25,27;45;25,1;7;1,29;30;32
997,3,79,49,79;78;49,3;6;7,44;46;47
999,4,38,48,38;44;0;48,2;7;0;7,24;25;28;36
999,5,30,48,30;49;67;68;48,2;7;3;3;7,46;46;47;47;4
999,3,69,24,69;47;24,3;7;5,6;8;9
999,4,19,24,19;16;4;24,5;5;0;5,33;33;33;34
999,3,62,31,62;79;31,3;3;2,22;31;33
999,3,46,80,46;15;80,7;5;8,8;10;11
999,3,31,46,31;52;46,2;6;7,27;30;31
